director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
J.J. Perry,Jamie Foxx,Dave Franco,Steve Howey,Fantasy,day shift,Jamie Foxx Dave Franco Steve Howey J.J. Perry Fantasy
Katie Aselton,Diane Keaton,Elizabeth Lail,Taylour Paige,Comedy,mack & rita,Diane Keaton Elizabeth Lail Taylour Paige Katie Aselton Comedy
James Ponsoldt,Lia Barnett,Madalen Mills,Eden Grace Redfield,Drama,summering,Lia Barnett Madalen Mills Eden Grace Redfield James Ponsoldt Drama
Baltasar Kormákur,Idris Elba,Sharlto Copley,Iyana Halley,Romance Family Animation Fantasy,beast,Idris Elba Sharlto Copley Iyana Halley Baltasar Kormákur Romance Family Animation Fantasy
Julius Avery,Sylvester Stallone,Javon Walton,Martin Starr,Thriller Crime Horror,samaritan,Sylvester Stallone Javon Walton Martin Starr Julius Avery Thriller Crime Horror
John Hamburg,Kevin Hart,Mark Wahlberg,Regina Hall,Comedy,me time,Kevin Hart Mark Wahlberg Regina Hall John Hamburg Comedy
Jessica M. Thompson,Nathalie Emmanuel,Sean Pertwee,Thomas Doherty,Comedy Romance,the bride,Nathalie Emmanuel Sean Pertwee Thomas Doherty Jessica M. Thompson Comedy Romance
Deon Taylor,Joseph Sikora,T.I.,King Bach,Mystery Horror,fear,Joseph Sikora T.I. King Bach Deon Taylor Mystery Horror
Castille Landon,Hero Fiennes-Tiffin,Josephine Langford,Louise Lombard,Romance,after ever happy,Hero Fiennes-Tiffin Josephine Langford Louise Lombard Castille Landon Romance
Gary Dauberman,Gary Dauberman (director/screenplay),Lewis Pullman,Makenzie Leigh,Horror,salem's lot,Gary Dauberman (director/screenplay) Lewis Pullman Makenzie Leigh Gary Dauberman Horror
David Slade,Casey Likes,E’myri Crutchfield,Jeremy Davies,Horror,dark harvest,Casey Likes E’myri Crutchfield Jeremy Davies David Slade Horror
Gina Prince-Bythewood,Viola Davis,Thuso Mbedu,Lashana Lynch,Drama History,the woman king,Viola Davis Thuso Mbedu Lashana Lynch Gina Prince-Bythewood Drama History
Kelly Fremon Craig,Rachel McAdams,Abby Ryder Fortson,Benny Safdie,Drama Comedy,"are you there god? it's me, margaret",Rachel McAdams Abby Ryder Fortson Benny Safdie Kelly Fremon Craig Drama Comedy
Josh Gordon & Will Speck,Anthony Ramos,Naomi Scott,Zachary Quinto,Science Fiction Comedy Romance,distant,Anthony Ramos Naomi Scott Zachary Quinto Josh Gordon & Will Speck Science Fiction Comedy Romance
Olivia Wilde,Florence Pugh,Harry Styles,Olivia Wilde,Drama Mystery Thriller,don't worry darling,Florence Pugh Harry Styles Olivia Wilde Olivia Wilde Drama Mystery Thriller
Nicholas Stoller,Billy Eichner,Luke Macfarlane,Ts Madison,Adventure Comedy Family Science Fiction,bros,Billy Eichner Luke Macfarlane Ts Madison Nicholas Stoller Adventure Comedy Family Science Fiction
"Will Speck, Josh Gordon",Javier Bardem,Shawn Mendes,Winslow Fegley,Family Fantasy,"lyle, lyle, crocodile","Javier Bardem Shawn Mendes Winslow Fegley Will Speck, Josh Gordon Family Fantasy"
Chinonye Chukwu,Danielle Deadwyler,Whoopi Goldberg,Frankie Faison,Horror Thriller,till,Danielle Deadwyler Whoopi Goldberg Frankie Faison Chinonye Chukwu Horror Thriller
Todd Field,Cate Blanchett,Nina Hoss,Noémie Merlant,Drama,tár,Cate Blanchett Nina Hoss Noémie Merlant Todd Field Drama
David Gordon Green,Jamie Lee Curtis,Andi Matichak,Will Patton,Horror Thriller,halloween ends,Jamie Lee Curtis Andi Matichak Will Patton David Gordon Green Horror Thriller
Marc Forster,Gillian Anderson,Helen Mirren,Ariella Glesar,Drama,white bird: a wonder story,Gillian Anderson Helen Mirren Ariella Glesar Marc Forster Drama
J. D. Dillard,Jonathan Majors,Glen Powell,Joe Jonas,War History Drama,devotion,Jonathan Majors Glen Powell Joe Jonas J. D. Dillard War History Drama
Phyllis Nagy,Elizabeth Banks,Sigourney Weaver,Kate Mara,Drama,call jane,Elizabeth Banks Sigourney Weaver Kate Mara Phyllis Nagy Drama
Jaume Collet-Serra,Dwayne Johnson,Aldis Hodge,Noah Centineo,Action Fantasy Adventure,black adam,Dwayne Johnson Aldis Hodge Noah Centineo Jaume Collet-Serra Action Fantasy Adventure
Ol Parker,Julia Roberts,George Clooney,Kaitlyn Dever,Comedy Romance,ticket to paradise,Julia Roberts George Clooney Kaitlyn Dever Ol Parker Comedy Romance
Daniel Stamm,Jacqueline Byers,Virginia Madsen,Ben Cross,Horror Thriller,the devil's light,Jacqueline Byers Virginia Madsen Ben Cross Daniel Stamm Horror Thriller
David O. Russell,Christian Bale,Margot Robbie,John David Washington,Drama Thriller,amsterdam,Christian Bale Margot Robbie John David Washington David O. Russell Drama Thriller
Ryan Coogler,Lupita Nyong'o,Letitia Wright,Danai Gurira,Action Adventure Science Fiction,black panther: wakanda forever,Lupita Nyong'o Letitia Wright Danai Gurira Ryan Coogler Action Adventure Science Fiction
Mark Mylod,Anya Taylor-Joy,Nicholas Hoult,Ralph Fiennes,Horror Comedy,the menu,Anya Taylor-Joy Nicholas Hoult Ralph Fiennes Mark Mylod Horror Comedy
Maria Schrader,Zoe Kazan,Carey Mulligan,Patricia Clarkson,Comedy Crime Drama Mystery,she said,Zoe Kazan Carey Mulligan Patricia Clarkson Maria Schrader Comedy Crime Drama Mystery
Steven Spielberg,Michelle Williams,Seth Rogen,Paul Dano,Drama,the fabelmans,Michelle Williams Seth Rogen Paul Dano Steven Spielberg Drama
Michael B. Jordan,Michael B. Jordan,Tessa Thompson,Jonathan Majors,Drama Action,creed iii,Michael B. Jordan Tessa Thompson Jonathan Majors Michael B. Jordan Drama Action
Tommy Wirkola,David Harbour,John Leguizamo,Beverly D'Angelo,Action Thriller,violent night,David Harbour John Leguizamo Beverly D'Angelo Tommy Wirkola Action Thriller
James Cameron,Sam Worthington,Zoe Saldana,Stephen Lang,Action Adventure Fantasy Science Fiction,avatar: the way of water,Sam Worthington Zoe Saldana Stephen Lang James Cameron Action Adventure Fantasy Science Fiction
David F. Sandberg,Zachary Levi,Asher Angel,Jack Dylan Grazer,Comedy Action Fantasy,shazam! fury of the gods,Zachary Levi Asher Angel Jack Dylan Grazer David F. Sandberg Comedy Action Fantasy
Joel Crawford,Joel Crawford (director); Antonio Banderas,Salma Hayek,Harvey Guillén,Animation Adventure Comedy Family Fantasy,puss in boots: the last wish,Joel Crawford (director); Antonio Banderas Salma Hayek Harvey Guillén Joel Crawford Animation Adventure Comedy Family Fantasy
Kasi Lemmons,Naomi Ackie,Ashton Sanders,Stanley Tucci,Drama History,i wanna dance with somebody,Naomi Ackie Ashton Sanders Stanley Tucci Kasi Lemmons Drama History
Damien Chazelle,Brad Pitt,Margot Robbie,Tobey Maguire,Action Adventure Science Fiction Thriller,babylon,Brad Pitt Margot Robbie Tobey Maguire Damien Chazelle Action Adventure Science Fiction Thriller
